,Date,User_Id,Message,NumberOfPastPosts,Role
4089,"
March 2020 ",mcquiston,"
Coming off a Mazda CX-5 AWD Grand Touring lease and while I have loved this car it's time for something new. At first I wanted something with better gas mileage (was getting 26 with the Mazda) - but I've driven all the hybrids and don't really like any of them. Now I want to get into a luxury midsize crossover - I've driven the Lexus NX (too loud), Volvo, BMW, Mercedes GLC (bad dealer experience). I've ruled out the Acura RDX (just didn't like), Audi Q5 (stiff and uncomfortable) and Infinity QX50 (poor gas mileage and visibility).I think its down to BMW X3 xDrive 30i or the Volvo XC60 T5 or T6 Inscription - I've driven both - liked the BMW slightly better from a driving mechanics (didn't drive the Volvo T6 which I've heard is better), but I liked the Volvo interior comfort.I like my car to have all the safety features and bells & whistles. Seems to me the Volvo is better in this regard, while you can get it on the BMW its all added on and drives up the price. Plus I understand you can't get remote start on the BMW - thats a necessity in the Northeast (although not this winter).Really would love to hear your pros and cons of each vehicle to help me make a decision. ",Posts: 33,Member
4090,"
March 2020 ",stickguy,"
you covered a lot of it. I recently got an RDX after driving the BMW and Volvo too. They are all very nice, and just have a bit different flavor. They all are well equipped and have safety features, but BMW does package theirs so depending on what you want, might have to search for it.but they are all excellent so i say just drive each one and pick the one that you like best. And if you can't decide, base it on lease price!we largely got the Acura because it is my wife's car and was replacing an older RDX. We also really liked the BMW, but it was more money. I liked the Volvo a lot, and would have gotten one, but she did not like a couple of things so I did not make the final cut.Definitely between the BMW and Volvo, the Volvo aces the safety and interior aspects, while the BMW is more of a sporting drive. ","Posts: 44,762",Member
4091,"
March 2020 ",johnmorgan,"
Hello everyone. Interesting thread. As for me the best car should be reliable, comfortable and not so expansive  ",Posts: 2,Member
4092,"
March 2020 ",stickguy,"
All good attributes! ","Posts: 44,762",Member
4093,"
April 2020 ",Vl1969,"
Hello, I am planning to upgrade my car this fall. And trying to choose between 2 models.Can some one help me choose.My choices are 2020 Forester sport or premiumAnd rav4 hybrid LE.What should I choose?Currently I drive 2010 Forester premium non turbo.I drive a lot. 500 miles a week.My current fozy has 160k on it in 10years.I am the original owner.Thanks ",Posts: 1,Member
4094,"
April 2020 ",texases,"
As much as I like Foresters (my son has a 2007 that he got in 2009), the current version has had some oil consumption issues. I'm personally heavily considering the Rav4 hybrid, along with the Mazda CX-5.Here's some info on the complaints:https://www.carcomplaints.com/Subaru/Forester/ ","Posts: 9,849",Member
4095,"
April 2020 ",benjaminh,"
Vl1969 said:Hello, I am planning to upgrade my car this fall. And trying to choose between 2 models.Can some one help me choose.My choices are 2020 Forester sport or premiumAnd rav4 hybrid LE.What should I choose?Currently I drive 2010 Forester premium non turbo.I drive a lot. 500 miles a week.My current fozy has 160k on it in 10years.I am the original owner.Thanks
500 miles a week x 52 weeks = about 26,000 miles a year and 260,000 over ten years.For those kind of miles I might go with a Toyota RAV4 or Honda CR-V. Toyota and Honda are more known for high mileage survivors that Subaru. But on the other hand, if you've liked your current Forester and haven't had significant repairs up to 160k, maybe you should reward Subaru again with your business. Another small point might be that the Subaru Forester has good rear visibility, while the RAV4 and CR-V are only so-so when it comes to rear visibility. Most SUVs have small rear windows and thick rear pillars, and that means that seeing out the back for lane changes etc. is less than ideal. Since the Forester is more a station wagon SUV it has bigger rear windows and somewhat smaller back pillars, which make for better rear visibility. ","Posts: 5,952",Member
4096,"
April 2020 ",backy,"
Vl1969 said:Hello, I am planning to upgrade my car this fall. And trying to choose between 2 models.Can some one help me choose.My choices are 2020 Forester sport or premiumAnd rav4 hybrid LE.What should I choose?Currently I drive 2010 Forester premium non turbo.I drive a lot. 500 miles a week.My current fozy has 160k on it in 10years.I am the original owner.Thanks
In case you didn't know, the CR-V is available as a hybrid now. Might want to compare it to the RAV4 hybrid. ","Posts: 18,946",Member
4097,"
May 2020 ",mcdawgg,"
backy said: show previous quotesVl1969 said:Hello, I am planning to upgrade my car this fall. And trying to choose between 2 models.Can some one help me choose.My choices are 2020 Forester sport or premiumAnd rav4 hybrid LE.What should I choose?Currently I drive 2010 Forester premium non turbo.I drive a lot. 500 miles a week.My current fozy has 160k on it in 10years.I am the original owner.Thanks
In case you didn't know, the CR-V is available as a hybrid now. Might want to compare it to the RAV4 hybrid.
Compare long-term reliability, if that's important to you. Hint : Honda has the worst reliability of the 3. ","Posts: 1,712",Member
4098,"
May 2020 ",backy,"
mcdawgg said: show previous quotesbacky said: Vl1969 said:Hello, I am planning to upgrade my car this fall. And trying to choose between 2 models.Can some one help me choose.My choices are 2020 Forester sport or premiumAnd rav4 hybrid LE.What should I choose?Currently I drive 2010 Forester premium non turbo.I drive a lot. 500 miles a week.My current fozy has 160k on it in 10years.I am the original owner.Thanks
In case you didn't know, the CR-V is available as a hybrid now. Might want to compare it to the RAV4 hybrid.
Compare long-term reliability, if that's important to you. Hint : Honda has the worst reliability of the 3.
Based on, what? JD Power has Honda ranked ahead of Subaru by quite a bit. But based on that study, I guess Buick is the best choice for a mass-market brand, over Toyota and all the rest. https://www.jdpower.com/business/press-releases/2020-us-vehicle-dependability-study ","Posts: 18,946",Member
4099,"
May 2020 ",co1212,"
Looking to either lease a new midsize luxury SUV or purchase a used late model under warranty. Does not have to have a 3rd row. Looking for good reliability, even if under warranty. Also would like to have apple car play, and heads up display. Is it usually better financially to lease new or purchase used if plan on keeping it about 3 years and driving about 10k miles/year? And which suv's are offering the best 'deal's' right now? ",Posts: 2,Member
4100,"
May 2020 ",pacificas,"
Can you help? I'd like to lease a new SUV or minivan. Must have 360 degree bird eye view camera. Monthly payment must be below $400, all taxes and fees included in monthly payment, $0 drive off, no MSDs, 36 months, 12,000 miles, zip 90503. ",Posts: 7,Member
4101,"
June 2020 ",Vbp1,"
Hello, I need an honest opinion/comparison on my next car purchase.I currently drive 2010 Subaru Forester premium. I plan to upgrade this year or , at very least , begining of next year.My 2 main choices are:A 2020 Forester SportORA 2020 RAV4 hybrid LE.The price wise they are almost the sameBut I can not make a desicion between.I like Subaru, my 2010 has been almost bulletproof for all 10 years and 158k miles. It is still in a decent shape but as a 10yo car it starting to become not as reliable as I prefere. I drive over 80miles a day so want a Little better reliability , otherwise I would keep it for another 5 or so years. A straight comparison put my 2 choices almost head to head but...Toyota has 2 main things going for it.1. A better mileage , as I am looking for hybrid2. The dealership and service department is very close to my home. Much easier maintanace and services.My Subaru dealer is about 15-20 min away so scheduling service and such is more hustle. But Forester has better visibility over all and much bigger doors to get in/outMore headroom.And higher clearance as well, not that I do much off-roading, but even in town I find better clearance helps on occasion. So give me your take on this.Thanks. ",Posts: 9,Member
4102,"
June 2020 ",texases,"
I'll be looking at those two in a year or so, along with the CX-5. Right now I'm leaning towards the Rav4, I currently drive a hybrid, and even though gas prices are low I like the low gas cost and great range between fillups. You're driving lots of miles, so that's another reason to go for the hybrid. But a long test drive is needed in both, to see if each is comfortable for you. ","Posts: 9,849",Member
